JN202305170049_DeltaP,,JN202305170050_DeltaP,,JN202305170051_DeltaP,,JN202305170052_DeltaP,,JN202305170053_DeltaP,,JN202305170054_DeltaP,,JN202305170055_DeltaP,,JN202305170056_DeltaP,,JN202305170057_DeltaP,,JN202305170058_DeltaP,,JN202305170059_DeltaP,
5e-08,0.0047377869,5e-08,0.0051839515,5e-08,0.0051872977,5e-08,0.0051746909,5e-08,0.0053645866,5e-08,0.0054952204,5e-08,0.0056288671,5e-08,0.005649827,5e-08,0.0052709146,5e-08,0.0054206988,5e-08,0.0050823311
5.2e-08,0.0047804993,5.2e-08,0.0052743079,5.2e-08,0.005249612,5.2e-08,0.0052586584,5.2e-08,0.005399554,5.2e-08,0.0056701186,5.2e-08,0.0055532954,5.2e-08,0.005657644,5.2e-08,0.0051248297,5.2e-08,0.0053631025,5.2e-08,0.0050929836
5.4e-08,0.0048796921,5.4e-08,0.0052958704,5.4e-08,0.0052885716,5.4e-08,0.0053157178,5.4e-08,0.0054874807,5.4e-08,0.0056719878,5.4e-08,0.0055345804,5.4e-08,0.005710443,5.4e-08,0.0053727501,5.4e-08,0.0054427292,5.4e-08,0.0052209664
5.6e-08,0.0048900554,5.6e-08,0.0053480756,5.6e-08,0.0053818799,5.6e-08,0.0053779897,5.6e-08,0.0054829796,5.6e-08,0.0057622618,5.6e-08,0.0055673122,5.6e-08,0.0057759597,5.6e-08,0.0053521045,5.6e-08,0.0055815605,5.6e-08,0.0051907091
5.8e-08,0.0049426868,5.8e-08,0.0053321002,5.8e-08,0.0053771874,5.8e-08,0.0054173679,5.8e-08,0.005607395,5.8e-08,0.0057785502,5.8e-08,0.005637445,5.8e-08,0.0058659213,5.8e-08,0.0054155458,5.8e-08,0.0054562679,5.8e-08,0.00520876
6e-08,0.0049808836,6e-08,0.0052937753,6e-08,0.0053881002,6e-08,0.0053980807,6e-08,0.0056053982,6e-08,0.0058725835,6e-08,0.0057075801,6e-08,0.0058903666,6e-08,0.0055365809,6e-08,0.0055680219,6e-08,0.0051977369
6.2e-08,0.0050066444,6.2e-08,0.0053105364,6.2e-08,0.0054257512,6.2e-08,0.0053675496,6.2e-08,0.0055829054,6.2e-08,0.0058393707,6.2e-08,0.0056740572,6.2e-08,0.0059177252,6.2e-08,0.005558731,6.2e-08,0.0057678358,6.2e-08,0.005185531
6.4e-08,0.0050173034,6.4e-08,0.0053635277,6.4e-08,0.0054190946,6.4e-08,0.0054201852,6.4e-08,0.0056098844,6.4e-08,0.0058531528,6.4e-08,0.005593813,6.4e-08,0.0059030838,6.4e-08,0.0055660801,6.4e-08,0.0055900486,6.4e-08,0.0053153634
6.6e-08,0.0050375862,6.6e-08,0.005377409,6.6e-08,0.0054094903,6.6e-08,0.0054603657,6.6e-08,0.0055774213,6.6e-08,0.0058381166,6.6e-08,0.0056538112,6.6e-08,0.0060076872,6.6e-08,0.0055365809,6.6e-08,0.0057001389,6.6e-08,0.0053235008
6.8e-08,0.005042546,6.8e-08,0.0054528364,6.8e-08,0.0054374286,6.8e-08,0.00551179,6.8e-08,0.0056558531,6.8e-08,0.0058193021,6.8e-08,0.0058018412,6.8e-08,0.0058600572,6.8e-08,0.0054450934,6.8e-08,0.0055172504,6.8e-08,0.0053482833
7e-08,0.0050775595,7e-08,0.0054514394,7e-08,0.0054541258,7e-08,0.0054981369,7e-08,0.0056853364,7e-08,0.0058299634,7e-08,0.0057558855,7e-08,0.0058649266,7e-08,0.0054790382,7e-08,0.0057458598,7e-08,0.0053666299
7.2e-08,0.0050764494,7.2e-08,0.005390679,7.2e-08,0.0054134196,7.2e-08,0.0055487449,7.2e-08,0.0056673451,7.2e-08,0.0059051807,7.2e-08,0.005741843,7.2e-08,0.0059793331,7.2e-08,0.0054716417,7.2e-08,0.0059134918,7.2e-08,0.0053546452
7.4e-08,0.0050811861,7.4e-08,0.0054219319,7.4e-08,0.0053684567,7.4e-08,0.005510184,7.4e-08,0.0057482813,7.4e-08,0.0059879366,7.4e-08,0.0057512126,7.4e-08,0.0060810228,7.4e-08,0.0056546195,7.4e-08,0.0057441415,7.4e-08,0.0053785411
7.6e-08,0.0050629023,7.6e-08,0.0054964866,7.6e-08,0.0053891917,7.6e-08,0.0055704671,7.6e-08,0.0057887495,7.6e-08,0.0059045646,7.6e-08,0.0057769222,7.6e-08,0.006040941,7.6e-08,0.0056251236,7.6e-08,0.0057492466,7.6e-08,0.0053950381
7.8e-08,0.0051010991,7.8e-08,0.0055135102,7.8e-08,0.0054104729,7.8e-08,0.0056002215,7.8e-08,0.0057867523,7.8e-08,0.0059785298,7.8e-08,0.0057924953,7.8e-08,0.0060507134,7.8e-08,0.005583778,7.8e-08,0.0057001389,7.8e-08,0.005406579
8e-08,0.0051128692,8e-08,0.0054637487,8e-08,0.005458381,8e-08,0.0055346969,8e-08,0.0058012404,8e-08,0.0059791654,8e-08,0.0058875475,8e-08,0.0061093736,8e-08,0.0055675777,8e-08,0.0058965706,8e-08,0.0054218923
8.2e-08,0.0051516579,8.2e-08,0.0054919468,8.2e-08,0.0054464866,8.2e-08,0.0055475598,8.2e-08,0.0057477904,8.2e-08,0.0059221061,8.2e-08,0.0058353622,8.2e-08,0.0061113294,8.2e-08,0.0056605185,8.2e-08,0.0059456741,8.2e-08,0.0054465267
8.4e-08,0.0051516579,8.4e-08,0.0054647964,8.4e-08,0.0054763881,8.4e-08,0.0054905009,8.4e-08,0.0058417083,8.4e-08,0.0059653628,8.4e-08,0.0059483382,8.4e-08,0.0061132824,8.4e-08,0.0055498807,8.4e-08,0.0058965706,8.4e-08,0.0054731588
8.6e-08,0.0051709046,8.6e-08,0.0054682884,8.6e-08,0.0055054179,8.6e-08,0.0055154101,8.6e-08,0.0058047441,8.6e-08,0.0059816712,8.6e-08,0.0059724897,8.6e-08,0.0060155038,8.6e-08,0.0056900661,8.6e-08,0.0059371856,8.6e-08,0.005469312
8.8e-08,0.0051424052,8.8e-08,0.0054477733,8.8e-08,0.0054534702,8.8e-08,0.0055322885,8.8e-08,0.0058317217,8.8e-08,0.0060662976,8.8e-08,0.0059015895,8.8e-08,0.0060282238,8.8e-08,0.0055572293,8.8e-08,0.0058999527,8.8e-08,0.0054742685
9e-08,0.0051481049,9e-08,0.0054514394,9e-08,0.0054864287,9e-08,0.0055463747,9e-08,0.0057657645,9e-08,0.0060086208,9e-08,0.005974839,9e-08,0.0061709844,9e-08,0.0057535074,9e-08,0.0059981686,9e-08,0.0054704216
9.2e-08,0.0051643159,9.2e-08,0.0054794629,9.2e-08,0.0055026896,9.2e-08,0.0055595399,9.2e-08,0.0058347182,9.2e-08,0.0060619018,9.2e-08,0.005907028,9.2e-08,0.0061093736,9.2e-08,0.0056856172,9.2e-08,0.0059371856,9.2e-08,0.0054842569
9.4e-08,0.0052034012,9.4e-08,0.0055025974,9.4e-08,0.005530409,9.4e-08,0.0056033805,9.4e-08,0.0057942499,9.4e-08,0.0060788263,9.4e-08,0.0059117009,9.4e-08,0.0061856569,9.4e-08,0.0056280713,9.4e-08,0.005982907,9.4e-08,0.0053995508
9.6e-08,0.0051846728,9.6e-08,0.0055031208,9.6e-08,0.0055230968,9.6e-08,0.0055427286,9.6e-08,0.0057892567,9.6e-08,0.0060518784,9.6e-08,0.0058602812,9.6e-08,0.0061123213,9.6e-08,0.0055749272,9.6e-08,0.0058762585,9.6e-08,0.0053961473
9.8e-08,0.0051952582,9.8e-08,0.0055190967,9.8e-08,0.0054890481,9.8e-08,0.0055548009,9.8e-08,0.0057717571,9.8e-08,0.0059660007,9.8e-08,0.0058470299,9.8e-08,0.0060155038,9.8e-08,0.0054834397,9.8e-08,0.0058864141,9.8e-08,0.0053697377
1e-07,0.0051702377,1e-07,0.0055402238,1e-07,0.0054591456,1e-07,0.005512198,1e-07,0.0057847551,1e-07,0.005993566,1e-07,0.0058345711,1e-07,0.0060067261,1e-07,0.0054671923,1e-07,0.0058897971,1e-07,0.0052979784
1.02e-07,0.0051530642,1.02e-07,0.0054983194,1.02e-07,0.005452489,1.02e-07,0.0055141989,1.02e-07,0.0056828312,1.02e-07,0.0059214886,1.02e-07,0.0057948441,1.02e-07,0.0059910608,1.02e-07,0.0054878891,1.02e-07,0.0058440762,1.02e-07,0.0052945754
1.04e-07,0.0051182727,1.04e-07,0.0055241608,1.04e-07,0.0054011964,1.04e-07,0.0055326833,1.04e-07,0.0056708483,1.04e-07,0.0058707139,1.04e-07,0.0059576822,1.04e-07,0.0059167645,1.04e-07,0.0054760873,1.04e-07,0.0058745397,1.04e-07,0.0053323046
1.06e-07,0.0051435893,1.06e-07,0.0054461136,1.06e-07,0.0053645284,1.06e-07,0.0055242437,1.06e-07,0.0056853364,1.06e-07,0.0058989166,1.06e-07,0.005897684,1.06e-07,0.0058629732,1.06e-07,0.005518883,1.06e-07,0.0057458598,1.06e-07,0.0052817031
1.08e-07,0.0051333737,1.08e-07,0.0054362495,1.08e-07,0.0053788242,1.08e-07,0.0055258502,1.08e-07,0.0056378618,1.08e-07,0.0058594169,1.08e-07,0.0059202793,1.08e-07,0.0058590649,1.08e-07,0.005582328,1.08e-07,0.005739091,1.08e-07,0.0052789655
1.1e-07,0.0051578023,1.1e-07,0.0054104086,1.1e-07,0.0053358269,1.1e-07,0.0055720471,1.1e-07,0.0055684168,1.1e-07,0.0058324691,1.1e-07,0.0058797621,1.1e-07,0.0059715165,1.1e-07,0.0055232844,1.1e-07,0.0057594031,1.1e-07,0.0052927998
1.12e-07,0.0051309313,1.12e-07,0.0054575503,1.12e-07,0.0053771874,1.12e-07,0.0055286675,1.12e-07,0.00567684,1.12e-07,0.005807389,1.12e-07,0.0059818337,1.12e-07,0.0059363069,1.12e-07,0.0056649679,1.12e-07,0.0059083859,1.12e-07,0.0053194314
1.14e-07,0.0051030982,1.14e-07,0.0054432335,1.14e-07,0.0053642006,1.14e-07,0.0055736271,1.14e-07,0.0056308713,1.14e-07,0.0058055199,1.14e-07,0.0059538018,1.14e-07,0.0058884108,1.14e-07,0.0056177229,1.14e-07,0.005820326,1.14e-07,0.0053374828
1.16e-07,0.0051028752,1.16e-07,0.0054008053,1.16e-07,0.0053681294,1.16e-07,0.0054872883,1.16e-07,0.0056473566,1.16e-07,0.0057929703,1.16e-07,0.0059226286,1.16e-07,0.0058796015,1.16e-07,0.0055852756,1.16e-07,0.0058118934,1.16e-07,0.0053365952
1.18e-07,0.0050583868,1.18e-07,0.0054075276,1.18e-07,0.0053638732,1.18e-07,0.0055495342,1.18e-07,0.0056588482,1.18e-07,0.0058462718,1.18e-07,0.0058898968,1.18e-07,0.0059627071,1.18e-07,0.0055040852,1.18e-07,0.0056493124,1.18e-07,0.0052589178
1.2e-07,0.00507941,1.2e-07,0.0053483383,1.2e-07,0.0053152,1.2e-07,0.0055483496,1.2e-07,0.0056058904,1.2e-07,0.0058826283,1.2e-07,0.005823669,1.2e-07,0.0058610174,1.2e-07,0.0054391939,1.2e-07,0.0056882645,1.2e-07,0.005254183
1.22e-07,0.0050771148,1.22e-07,0.0053843055,1.22e-07,0.0053072339,1.22e-07,0.005555985,1.22e-07,0.005652857,1.22e-07,0.0058932677,1.22e-07,0.0058369203,1.22e-07,0.0059529352,1.22e-07,0.0056044748,1.22e-07,0.0056137429,1.22e-07,0.0052175634
1.24e-07,0.0050491341,1.24e-07,0.0054376456,1.24e-07,0.0053208754,1.24e-07,0.0055761281,1.24e-07,0.0056523499,1.24e-07,0.0058707139,1.24e-07,0.0058875475,1.24e-07,0.0058737379,1.24e-07,0.0056885649,1.24e-07,0.0058017373,1.24e-07,0.0052399053
1.26e-07,0.0050310721,1.26e-07,0.0054000197,1.26e-07,0.0052992674,1.26e-07,0.0055218344,1.26e-07,0.0056878245,1.26e-07,0.0059496919,1.26e-07,0.0059202793,1.26e-07,0.0059010992,1.26e-07,0.0055734771,1.26e-07,0.0057288841,1.26e-07,0.0052658711
1.28e-07,0.0050312942,1.28e-07,0.0053997575,1.28e-07,0.0053465213,1.28e-07,0.0054933052,1.28e-07,0.005641365,1.28e-07,0.0058807386,1.28e-07,0.0058026323,1.28e-07,0.0059822807,1.28e-07,0.0056738183,1.28e-07,0.0056882645,1.28e-07,0.0052643181
1.3e-07,0.005022041,1.3e-07,0.0054346779,1.3e-07,0.0053541604,1.3e-07,0.0055419249,1.3e-07,0.0055774213,1.3e-07,0.0058888919,1.3e-07,0.0058376859,1.3e-07,0.0058561489,1.3e-07,0.005629573,1.3e-07,0.0055595888,1.3e-07,0.0052363542
1.32e-07,0.0049874717,1.32e-07,0.0054341536,1.32e-07,0.0053551425,1.32e-07,0.0055595399,1.32e-07,0.0056223744,1.32e-07,0.0058475239,1.32e-07,0.0058119758,1.32e-07,0.0060507134,1.32e-07,0.0056708674,1.32e-07,0.0057475283,1.32e-07,0.0051861964
1.34e-07,0.0050341813,1.34e-07,0.0054070037,1.34e-07,0.0053578708,1.34e-07,0.005597325,1.34e-07,0.0055804173,1.34e-07,0.0057854513,1.34e-07,0.0058345711,1.34e-07,0.0059851967,1.34e-07,0.005512984,1.34e-07,0.0056814947,1.34e-07,0.0052609155
1.36e-07,0.0050079762,1.36e-07,0.0054567647,1.36e-07,0.0053158547,1.36e-07,0.0056002215,1.36e-07,0.0055104662,1.36e-07,0.0058249501,1.36e-07,0.0057831514,1.36e-07,0.0058971881,1.36e-07,0.005400796,1.36e-07,0.0055256835,1.36e-07,0.0051376671
1.38e-07,0.0050053112,1.38e-07,0.0054594707,1.38e-07,0.0053148731,1.38e-07,0.0055471654,1.38e-07,0.0054839933,1.38e-07,0.0056889141,1.38e-07,0.0058158813,1.38e-07,0.0058913268,1.38e-07,0.0053933989,1.38e-07,0.0055984855,1.38e-07,0.0051320442
1.4e-07,0.0049711862,1.4e-07,0.0054605189,1.4e-07,0.0053052688,1.4e-07,0.0055644116,1.4e-07,0.0054325247,1.4e-07,0.0056494344,1.4e-07,0.0058065122,1.4e-07,0.0058053052,1.4e-07,0.0054081967,1.4e-07,0.0053970041,1.4e-07,0.005053923
1.42e-07,0.0049606012,1.42e-07,0.0054701217,1.42e-07,0.005281915,1.42e-07,0.0055282726,1.42e-07,0.0054994808,1.42e-07,0.005682033,1.42e-07,0.0057239188,1.42e-07,0.0058688372,1.42e-07,0.0055070366,1.42e-07,0.0054054414,1.42e-07,0.0051013432
1.44e-07,0.004882209,1.44e-07,0.0054709073,1.44e-07,0.0052329148,1.44e-07,0.005484866,1.44e-07,0.0054510068,1.44e-07,0.0056287302,1.44e-07,0.0057114605,1.44e-07,0.0058766855,1.44e-07,0.005324055,1.44e-07,0.0055341716,1.44e-07,0.0050780405
1.46e-07,0.004900937,1.46e-07,0.0054653203,1.46e-07,0.005178676,1.46e-07,0.005495715,1.46e-07,0.0054125357,1.46e-07,0.0056550633,1.46e-07,0.005656926,1.46e-07,0.0058923191,1.46e-07,0.0054465435,1.46e-07,0.0055138636,1.46e-07,0.0051211696
1.48e-07,0.0049219597,1.48e-07,0.0054077897,1.48e-07,0.0052233106,1.48e-07,0.0054491088,1.48e-07,0.0053365934,1.48e-07,0.0056469287,1.48e-07,0.005677172,1.48e-07,0.0058668815,1.48e-07,0.0054229465,1.48e-07,0.0055883299,1.48e-07,0.0051408485
1.5e-07,0.004894793,1.5e-07,0.005401067,1.5e-07,0.0051663443,1.5e-07,0.0054197763,1.5e-07,0.0053206147,1.5e-07,0.0056738779,1.5e-07,0.0056413272,1.5e-07,0.0058414759,1.5e-07,0.0055144336,1.5e-07,0.0055274023,1.5e-07,0.0051638554
1.52e-07,0.0048691067,1.52e-07,0.0053856149,1.52e-07,0.0051923175,1.52e-07,0.0053844284,1.52e-07,0.0053121196,1.52e-07,0.0056763836,1.52e-07,0.0057364046,1.52e-07,0.0057779127,1.52e-07,0.0053757015,1.52e-07,0.005464701,1.52e-07,0.005158233
1.54e-07,0.0048848735,1.54e-07,0.0053603859,1.54e-07,0.0051179985,1.54e-07,0.0053510801,1.54e-07,0.005399554,1.54e-07,0.0056657223,1.54e-07,0.0056343307,1.54e-07,0.0058238548,1.54e-07,0.0054170438,1.54e-07,0.0053817467,1.54e-07,0.0051597864
1.56e-07,0.0048560039,1.56e-07,0.0053754882,1.56e-07,0.0051264018,1.56e-07,0.0053233532,1.56e-07,0.0054195425,1.56e-07,0.0055579082,1.56e-07,0.0055867927,1.56e-07,0.0057925852,1.56e-07,0.0054849377,1.56e-07,0.0055172504,1.56e-07,0.0051660743
1.58e-07,0.0048738443,1.58e-07,0.0053829961,1.58e-07,0.0051444084,1.58e-07,0.0052988403,1.58e-07,0.0054634982,1.58e-07,0.0055434899,1.58e-07,0.0055104289,1.58e-07,0.0058297506,1.58e-07,0.0053344034,1.58e-07,0.005766172,1.58e-07,0.005153276
1.6e-07,0.0048977537,1.6e-07,0.0053603859,1.6e-07,0.0051493198,1.6e-07,0.0052956268,1.6e-07,0.0054899864,1.6e-07,0.0055171563,1.6e-07,0.0055914642,1.6e-07,0.0057231607,1.6e-07,0.0052812593,1.6e-07,0.0056408201,1.6e-07,0.0051207254
1.62e-07,0.0049106339,1.62e-07,0.0052956082,1.62e-07,0.0051952642,1.62e-07,0.0052771433,1.62e-07,0.0054989727,1.62e-07,0.0054858131,1.62e-07,0.0056016003,1.62e-07,0.0057573779,1.62e-07,0.0052857082,1.62e-07,0.005652695,1.62e-07,0.0050798892
1.64e-07,0.004913595,1.64e-07,0.0052889739,1.64e-07,0.0051376424,1.64e-07,0.0051935692,1.64e-07,0.0055054724,1.64e-07,0.0054789102,1.64e-07,0.0054800459,1.64e-07,0.0057309777,1.64e-07,0.0054568918,1.64e-07,0.0055663581,1.64e-07,0.0050983839
1.66e-07,0.0049510519,1.66e-07,0.0052761403,1.66e-07,0.0051343688,1.66e-07,0.0052196891,1.66e-07,0.0055189612,1.66e-07,0.0054663811,1.66e-07,0.0054979702,1.66e-07,0.0057466133,1.66e-07,0.005388998,1.66e-07,0.0055663581,1.66e-07,0.0051688119
1.68e-07,0.0049209972,1.68e-07,0.0052721249,1.68e-07,0.0051616519,1.68e-07,0.0051939781,1.68e-07,0.0055349395,1.68e-07,0.0054582274,1.68e-07,0.005490948,1.68e-07,0.0058443919,1.68e-07,0.0053196573,1.68e-07,0.0054528811,1.68e-07,0.0051273103
1.7e-07,0.0049469806,1.7e-07,0.0053123701,1.7e-07,0.0051650349,1.7e-07,0.0051674494,1.7e-07,0.0055189612,1.7e-07,0.0055585243,1.7e-07,0.0055182162,1.7e-07,0.0057583703,1.7e-07,0.0052975072,1.7e-07,0.0055544837,1.7e-07,0.0050974973
1.72e-07,0.0048747323,1.72e-07,0.0052723871,1.72e-07,0.0051809675,1.72e-07,0.0051421458,1.72e-07,0.0054894779,1.72e-07,0.0054977261,1.72e-07,0.0054488722,1.72e-07,0.005794541,1.72e-07,0.0052576624,1.72e-07,0.0053546699,1.72e-07,0.0051119225
1.74e-07,0.0048961993,1.74e-07,0.0052468078,1.74e-07,0.005129348,1.74e-07,0.0051714783,1.74e-07,0.0055254609,1.74e-07,0.0055698212,1.74e-07,0.0054138186,1.74e-07,0.0056527751,1.74e-07,0.0051882705,1.74e-07,0.005225935,1.74e-07,0.0051067444
1.76e-07,0.00484986,1.76e-07,0.0052441889,1.76e-07,0.0051106866,1.76e-07,0.0051594181,1.76e-07,0.0054654949,1.76e-07,0.0055422359,1.76e-07,0.0054535451,1.76e-07,0.005627335,1.76e-07,0.0052001202,1.76e-07,0.0053749774,1.76e-07,0.0050997161
1.78e-07,0.0048073702,1.78e-07,0.0051953876,1.78e-07,0.0050667063,1.78e-07,0.0051389337,1.78e-07,0.0053920569,1.78e-07,0.0055497531,1.78e-07,0.0054200473,1.78e-07,0.0055843107,1.78e-07,0.0050451369,1.78e-07,0.0053343577,1.78e-07,0.0050005843
1.8e-07,0.00484194,1.8e-07,0.0052441889,1.8e-07,0.0051001008,1.8e-07,0.0051075863,1.8e-07,0.0053780763,1.8e-07,0.0055829883,1.8e-07,0.0054465504,1.8e-07,0.005604845,1.8e-07,0.005241415,1.8e-07,0.0051480276,1.8e-07,0.005005837
1.82e-07,0.0047802771,1.82e-07,0.0051325322,1.82e-07,0.0051553221,1.82e-07,0.0051148138,1.82e-07,0.0053375922,1.82e-07,0.0055961329,1.82e-07,0.005393547,1.82e-07,0.0055794395,1.82e-07,0.0053093089,1.82e-07,0.0053800829,1.82e-07,0.0049279383
1.84e-07,0.004801522,1.84e-07,0.0051243254,1.84e-07,0.0051070857,1.84e-07,0.0050959345,1.84e-07,0.0053645866,1.84e-07,0.0055635357,1.84e-07,0.0053865523,1.84e-07,0.0055002421,1.84e-07,0.0053078071,1.84e-07,0.0053258697,1.84e-07,0.0049371854
1.86e-07,0.0048109968,1.86e-07,0.0051333173,1.86e-07,0.0050174887,1.86e-07,0.0050943284,1.86e-07,0.0053455969,1.86e-07,0.0055290693,1.86e-07,0.0053826445,1.86e-07,0.0054679802,1.86e-07,0.0052488153,1.86e-07,0.0052360911,1.86e-07,0.0049127722
1.88e-07,0.0048200283,1.88e-07,0.0050475891,1.88e-07,0.0050161784,1.88e-07,0.0051007541,1.88e-07,0.0053440905,1.88e-07,0.0054914607,1.88e-07,0.005402918,1.88e-07,0.0055911648,1.88e-07,0.0053358534,1.88e-07,0.0053715906,1.88e-07,0.0049348916
1.9e-07,0.0047884192,1.9e-07,0.0050413902,1.9e-07,0.0050131227,1.9e-07,0.0051437519,1.9e-07,0.0053500822,1.9e-07,0.0054118461,1.9e-07,0.005403684,1.9e-07,0.0055178315,1.9e-07,0.0052738623,1.9e-07,0.0053614387,1.9e-07,0.004883477
1.92e-07,0.0047886423,1.92e-07,0.0050744773,1.92e-07,0.0050767469,1.92e-07,0.0051698722,1.92e-07,0.0053276052,1.92e-07,0.0053610713,1.92e-07,0.0053873174,1.92e-07,0.0055461847,1.92e-07,0.0052620638,1.92e-07,0.0051853154,1.92e-07,0.0049358536
1.94e-07,0.0047400817,1.94e-07,0.0051344521,1.94e-07,0.0050957357,1.94e-07,0.0052188868,1.94e-07,0.005270652,1.94e-07,0.0054569738,1.94e-07,0.0052540717,1.94e-07,0.0055276034,1.94e-07,0.0052178181,1.94e-07,0.0051887021,1.94e-07,0.0049121063
1.96e-07,0.0047115828,1.96e-07,0.0051176031,1.96e-07,0.0050054835,1.96e-07,0.0051991907,1.96e-07,0.005280639,1.96e-07,0.0053554233,1.96e-07,0.0052758995,1.96e-07,0.0056175655,1.96e-07,0.0051986189,1.96e-07,0.0052090096,1.96e-07,0.0049087037
1.98e-07,0.0047317171,1.98e-07,0.00516719,1.98e-07,0.004992824,1.98e-07,0.0051075863,1.98e-07,0.0052371742,1.98e-07,0.0053077899,1.98e-07,0.0052719945,1.98e-07,0.0054611242,1.98e-07,0.0052709146,1.98e-07,0.0050819986,1.98e-07,0.0049177292
2e-07,0.0047197253,2e-07,0.0050744773,2e-07,0.0049694697,2e-07,0.005134101,2e-07,0.0051792231,2e-07,0.0053842622,2e-07,0.0053234394,2e-07,0.0055559571,2e-07,0.0051558232,2e-07,0.0049651391,2e-07,0.0048831808
2.02e-07,0.0047351224,2.02e-07,0.0050358037,2.02e-07,0.0049501532,2.02e-07,0.0050895102,2.02e-07,0.0051947087,2.02e-07,0.0053341235,2.02e-07,0.0052719945,2.02e-07,0.0054435348,2.02e-07,0.0052163163,2.02e-07,0.0050786119,2.02e-07,0.0048669796
2.04e-07,0.0046786419,2.04e-07,0.0050251526,2.04e-07,0.0048659039,2.04e-07,0.0050348612,2.04e-07,0.0051432564,2.04e-07,0.0053861504,2.04e-07,0.0053686295,2.04e-07,0.0055461847,2.04e-07,0.0050908807,2.04e-07,0.0051294426,2.04e-07,0.0048620231
2.06e-07,0.0046867845,2.06e-07,0.0049417811,2.06e-07,0.0049491716,2.06e-07,0.0050710267,2.06e-07,0.0050668046,2.06e-07,0.005357929,2.06e-07,0.0052805725,2.06e-07,0.0055823554,2.06e-07,0.005324055,2.06e-07,0.0052073463,2.06e-07,0.0049408101
2.08e-07,0.0046393345,2.08e-07,0.00507343,2.08e-07,0.0049785282,2.08e-07,0.0050963433,2.08e-07,0.0051442552,2.08e-07,0.0054519624,2.08e-07,0.0053514731,2.08e-07,0.0054572159,2.08e-07,0.0051632239,2.08e-07,0.0052411924,2.08e-07,0.0049125506
2.1e-07,0.00466169,2.1e-07,0.0050339699,2.1e-07,0.0049782009,2.1e-07,0.0051316926,2.1e-07,0.0052426751,2.1e-07,0.0054789102,2.1e-07,0.0052844784,2.1e-07,0.0054845768,2.1e-07,0.0052576624,2.1e-07,0.0050244574,2.1e-07,0.0049053747
2.12e-07,0.0047113602,2.12e-07,0.0049873521,2.12e-07,0.0049522272,2.12e-07,0.0050822692,2.12e-07,0.0052691456,2.12e-07,0.0054131001,2.12e-07,0.0053218813,2.12e-07,0.0054699355,2.12e-07,0.0051587746,2.12e-07,0.0050244574,2.12e-07,0.0049001221
2.14e-07,0.0046890052,2.14e-07,0.0050097005,2.14e-07,0.0050111581,2.14e-07,0.0051316926,2.14e-07,0.0052941279,2.14e-07,0.0053228261,2.14e-07,0.0053265537,2.14e-07,0.0054679802,2.14e-07,0.005086483,2.14e-07,0.0051700585,2.14e-07,0.0048764488
2.16e-07,0.0047770939,2.16e-07,0.0049436144,2.16e-07,0.0050407331,2.16e-07,0.0050690118,2.16e-07,0.0052386806,2.16e-07,0.0054061986,2.16e-07,0.0053210901,2.16e-07,0.0055031581,2.16e-07,0.0050052926,2.16e-07,0.0051920889,2.16e-07,0.0048760055
2.18e-07,0.0047310512,2.18e-07,0.004875171,2.18e-07,0.0049971892,2.18e-07,0.0050449059,2.18e-07,0.0052286773,2.18e-07,0.0053290911,2.18e-07,0.0053545879,2.18e-07,0.0054836166,2.18e-07,0.0052384669,2.18e-07,0.0052513485,2.18e-07,0.0048606177
2.2e-07,0.0047093621,2.2e-07,0.0048378939,2.2e-07,0.0050137774,2.2e-07,0.0050874967,2.2e-07,0.0051917131,2.2e-07,0.0053685899,2.2e-07,0.0053109536,2.2e-07,0.0054435348,2.2e-07,0.0052030683,2.2e-07,0.0050396598,2.2e-07,0.0048267352
2.22e-07,0.0046836017,2.22e-07,0.0047811484,2.22e-07,0.0050157416,2.22e-07,0.0050750412,2.22e-07,0.0052771517,2.22e-07,0.0053190668,2.22e-07,0.005299286,2.22e-07,0.005368249,2.22e-07,0.0052060196,2.22e-07,0.0050176335,2.22e-07,0.0048240717
2.24e-07,0.0046836017,2.24e-07,0.0047958149,2.24e-07,0.004995116,2.24e-07,0.0050453139,2.24e-07,0.0052087065,2.24e-07,0.0053309798,2.24e-07,0.0053133024,2.24e-07,0.0054190923,2.24e-07,0.005247314,2.24e-07,0.0051362114,2.24e-07,0.0047648898
2.26e-07,0.0046440721,2.26e-07,0.0049204798,2.26e-07,0.0050098491,2.26e-07,0.0050232094,2.26e-07,0.0051702354,2.26e-07,0.0053222105,2.26e-07,0.0052190158,2.26e-07,0.0053731175,2.26e-07,0.0052222195,2.26e-07,0.0051599019,2.26e-07,0.0047367034
2.28e-07,0.0046890052,2.28e-07,0.0048949011,2.28e-07,0.0049728528,2.28e-07,0.0049758009,2.28e-07,0.0051692361,2.28e-07,0.0052833278,2.28e-07,0.005251748,2.28e-07,0.0054464508,2.28e-07,0.0049875914,2.28e-07,0.0053817467,2.28e-07,0.0047367034
2.3e-07,0.0046849339,2.3e-07,0.0049127098,2.3e-07,0.0049641221,2.3e-07,0.0049569225,2.3e-07,0.0052151885,2.3e-07,0.0052990001,2.3e-07,0.0052010939,2.3e-07,0.005342809,2.3e-07,0.0049211504,2.3e-07,0.005281812,2.3e-07,0.0046976432
