JN202305170037_DeltaP,,JN202305170038_DeltaP,,JN202305170039_DeltaP,,JN202305170040_DeltaP,,JN202305170041_DeltaP,,JN202305170042_DeltaP,,JN202305170043_DeltaP,,JN202305170044_DeltaP,,JN202305170046_DeltaP,,JN202305170045_DeltaP,,JN202305170047_DeltaP,
-7.2e-08,-1.4225722e-05,-7.2e-08,-4.6069257e-05,-7.2e-08,-2.5791287e-05,-7.2e-08,-1.8491811e-07,-7.2e-08,-1.7690205e-05,-7.2e-08,0.00010592931,-7.2e-08,5.7153724e-05,-7.2e-08,8.7904569e-05,-7.2e-08,-8.1204034e-06,-7.2e-08,-3.3700449e-05,-7.2e-08,-1.9018556e-05
-7e-08,-2.9130064e-05,-7e-08,-2.8511688e-05,-7e-08,-1.9580953e-05,-7e-08,-8.4352332e-06,-7e-08,2.9920182e-05,-7e-08,4.5907527e-05,-7e-08,0.0001576505,-7e-08,-2.5431847e-05,-7e-08,-5.2253206e-05,-7e-08,2.7008136e-05,-7e-08,-4.1995409e-05
-6.8e-08,2.7184691e-05,-6.8e-08,4.7184447e-05,-6.8e-08,7.085619e-06,-6.8e-08,-1.8491811e-07,-6.8e-08,3.0037861e-06,-6.8e-08,-6.1351995e-05,-6.8e-08,0.00013817454,-6.8e-08,9.2729215e-06,-6.8e-08,-9.9847261e-05,-6.8e-08,-0.00010943441,-6.8e-08,1.2303201e-07
-6.6e-08,6.256827e-06,-6.6e-08,-4.8196278e-05,-6.6e-08,1.2790269e-05,-6.6e-08,3.400286e-05,-6.6e-08,-3.9706388e-06,-6.6e-08,-1.7292919e-05,-6.6e-08,6.1059429e-05,-6.6e-08,-1.6147442e-05,-6.6e-08,4.038143e-05,-6.6e-08,4.3438737e-05,-6.6e-08,-1.1476562e-05
-6.4e-08,3.8793816e-05,-6.4e-08,1.2731766e-05,-6.4e-08,3.2751308e-05,-6.4e-08,2.8573037e-05,-6.4e-08,3.016504e-05,-6.4e-08,3.6012432e-05,-6.4e-08,5.6771038e-05,-6.4e-08,-7.3296243e-05,-6.4e-08,-4.3574659e-05,-6.4e-08,-8.6545486e-05,-6.4e-08,-1.9018556e-05
-6.2e-08,-4.5125784e-05,-6.2e-08,4.6120942e-05,-6.2e-08,-6.9950797e-06,-6.2e-08,-4.3018685e-05,-6.2e-08,8.1009675e-05,-6.2e-08,5.3878513e-05,-6.2e-08,3.4180055e-05,-6.2e-08,8.7904569e-05,-6.2e-08,-7.8234749e-05,-6.2e-08,1.3123332e-06,-6.2e-08,-4.4511682e-05
-6e-08,-9.7492142e-05,-6e-08,6.3146421e-05,-6e-08,1.2157609e-06,-6e-08,3.6823352e-05,-6e-08,2.1198724e-05,-6e-08,3.632607e-05,-6e-08,4.8985916e-05,-6e-08,4.7371712e-05,-6e-08,-8.4304644e-05,-6e-08,1.4839635e-05,-6e-08,2.9222247e-05
-5.8e-08,-3.6359717e-05,-5.8e-08,2.8022972e-05,-5.8e-08,-3.7354475e-05,-5.8e-08,1.422913e-06,-5.8e-08,4.1386174e-05,-5.8e-08,-6.9343732e-05,-5.8e-08,-1.5289337e-05,-5.8e-08,-3.9172351e-06,-5.8e-08,-2.1961067e-05,-5.8e-08,4.9850634e-05,-5.8e-08,1.5328442e-05
-5.6e-08,-3.975572e-05,-5.6e-08,-1.9462539e-05,-5.6e-08,1.5142575e-05,-5.6e-08,-3.6586858e-05,-5.6e-08,2.9168785e-05,-5.6e-08,4.4945871e-05,-5.6e-08,3.4946392e-05,-5.6e-08,4.7371712e-05,-5.6e-08,-4.4482436e-05,-5.6e-08,-1.0156233e-05,-5.6e-08,-1.2896189e-05
-5.4e-08,1.3816767e-05,-5.4e-08,-1.8529723e-05,-5.4e-08,8.6930195e-05,-5.4e-08,-4.6036759e-05,-5.4e-08,4.187589e-05,-5.4e-08,5.2288786e-05,-5.4e-08,-3.3999931e-05,-5.4e-08,-1.9643594e-06,-5.4e-08,-1.6742686e-05,-5.4e-08,2.0596237e-05,-5.4e-08,-4.5608602e-05
-5.2e-08,-6.067619e-05,-5.2e-08,-1.773658e-05,-5.2e-08,2.8893277e-05,-5.2e-08,5.8134905e-05,-5.2e-08,4.8115118e-05,-5.2e-08,2.7079792e-05,-5.2e-08,9.2413575e-06,-5.2e-08,6.9334543e-05,-5.2e-08,-4.9644554e-05,-5.2e-08,-5.8494948e-06,-5.2e-08,-2.7879536e-05
-5e-08,-5.3231273e-05,-5e-08,-7.8942849e-06,-5e-08,4.48315e-05,-5e-08,3.3805274e-05,-5e-08,1.8699668e-05,-5e-08,1.7811968e-05,-5e-08,2.6777612e-05,-5e-08,0.00010013356,-5e-08,-0.00011890739,-5e-08,-2.2278311e-05,-5e-08,-7.2299023e-05
-4.8e-08,-1.6745886e-05,-4.8e-08,2.9356517e-05,-4.8e-08,2.2518159e-05,-4.8e-08,3.3198943e-05,-4.8e-08,4.4130087e-05,-4.8e-08,-4.0598548e-05,-4.8e-08,-7.1215286e-06,-4.8e-08,6.8070954e-06,-4.8e-08,-6.694538e-05,-4.8e-08,-5.7992813e-05,-4.8e-08,-1.1799267e-05
-4.6e-08,-5.1367601e-06,-4.6e-08,1.5559269e-06,-4.6e-08,2.6717084e-05,-4.6e-08,-1.486706e-05,-4.6e-08,-1.5942551e-05,-4.6e-08,2.4980709e-06,-4.6e-08,4.3905864e-05,-4.6e-08,3.1715728e-05,-4.6e-08,-5.5714452e-05,-4.6e-08,-3.5853816e-05,-4.6e-08,-1.3548435e-05
-4.4e-08,3.4066497e-06,-4.4e-08,3.2948443e-05,-4.4e-08,-8.3469213e-06,-4.4e-08,-3.7997102e-05,-4.4e-08,-2.3161832e-05,-4.4e-08,-1.0912461e-05,-4.4e-08,-2.9328858e-05,-4.4e-08,5.0285762e-05,-4.4e-08,-5.4862936e-05,-4.4e-08,-4.4419085e-05,-4.4e-08,4.1366609e-05
-4.2e-08,-1.992635e-05,-4.2e-08,3.4814075e-05,-4.2e-08,-4.1484141e-06,-4.2e-08,-1.0846979e-05,-4.2e-08,3.142298e-05,-4.2e-08,-4.4762008e-05,-4.2e-08,-7.489352e-05,-4.2e-08,8.646342e-05,-4.2e-08,-9.207541e-05,-4.2e-08,7.4142998e-05,-4.2e-08,-8.8456982e-06
-4e-08,2.2913122e-05,-4e-08,2.4038965e-05,-4e-08,-6.5002992e-06,-4e-08,-2.6135453e-05,-4e-08,6.1328145e-05,-4e-08,9.2518785e-05,-4e-08,-4.7631453e-05,-4e-08,5.2238636e-05,-4e-08,-4.6602381e-06,-4e-08,-2.7286769e-05,-4e-08,-4.3650248e-06
-3.8e-08,-5.3338907e-05,-3.8e-08,-1.1084816e-05,-3.8e-08,-3.8530627e-05,-3.8e-08,3.2288322e-06,-3.8e-08,1.9205585e-05,-3.8e-08,6.1221428e-05,-3.8e-08,3.4180055e-05,-3.8e-08,-3.8143251e-05,-3.8e-08,-8.3396866e-05,-3.8e-08,1.5587779e-05,-3.8e-08,-5.3702475e-05
-3.6e-08,-3.1624236e-06,-3.6e-08,-1.6141314e-05,-3.6e-08,2.4705258e-05,-3.6e-08,-3.69956e-05,-3.6e-08,1.1970726e-05,-3.6e-08,-5.3046628e-05,-3.6e-08,-4.3901609e-06,-3.6e-08,7.1800372e-05,-3.6e-08,-2.627275e-05,-3.6e-08,-5.8494948e-06,-3.6e-08,-1.990025e-05
-3.4e-08,1.1734798e-05,-3.4e-08,-3.3166791e-05,-3.4e-08,-1.7734332e-05,-3.4e-08,1.7910974e-05,-3.4e-08,-3.3630946e-05,-3.4e-08,-1.8255376e-05,-3.4e-08,-1.0618262e-05,-3.4e-08,8.3037652e-05,-3.4e-08,4.8698244e-06,-3.4e-08,-3.8005401e-05,-3.4e-08,-8.5229931e-06
-3.2e-08,2.4004225e-05,-3.2e-08,-5.1395789e-05,-3.2e-08,-4.2553864e-05,-3.2e-08,-5.9316039e-07,-3.2e-08,-2.2410435e-05,-3.2e-08,5.0384624e-05,-3.2e-08,2.2871902e-05,-3.2e-08,8.2044724e-05,-3.2e-08,6.3752152e-05,-3.2e-08,-8.7293636e-05,-3.2e-08,-9.0677622e-06
-3e-08,2.2582833e-05,-3e-08,2.1902966e-05,-3e-08,-3.3837343e-05,-3e-08,-1.9295383e-05,-3e-08,5.2411597e-06,-3e-08,3.9527073e-05,-3e-08,5.0925624e-05,-3e-08,4.3945936e-05,-3e-08,-3.5802808e-05,-3e-08,1.6991218e-05,-3e-08,-3.9277329e-06
-2.8e-08,9.3225408e-06,-2.8e-08,-1.9053042e-06,-2.8e-08,-2.3944667e-05,-2.8e-08,2.7571536e-05,-2.8e-08,-5.0829629e-05,-2.8e-08,9.3481241e-05,-2.8e-08,3.5737081e-05,-2.8e-08,3.5654459e-05,-2.8e-08,0.00011049576,-2.8e-08,4.128537e-05,-2.8e-08,-1.4315543e-05
-2.6e-08,-3.3850808e-06,-2.6e-08,-4.5537501e-05,-2.6e-08,-2.5791287e-05,-2.6e-08,1.9729461e-05,-2.6e-08,-5.0078233e-05,-2.6e-08,1.5258986e-05,-2.6e-08,1.7435459e-05,-2.6e-08,3.0755778e-05,-2.6e-08,3.6921261e-05,-2.6e-08,6.4876011e-05,-2.6e-08,-7.9708398e-06
-2.4e-08,2.2798096e-05,-2.4e-08,-2.9705892e-05,-2.4e-08,-3.3166871e-05,-2.4e-08,-6.221072e-06,-2.4e-08,-4.0866431e-05,-2.4e-08,-3.2313928e-05,-2.4e-08,3.9617469e-05,-2.4e-08,4.1513085e-05,-2.4e-08,0.00010964425,-2.4e-08,2.715773e-06,-2.4e-08,-2.7233332e-06
-2.2e-08,2.4442144e-05,-2.2e-08,-4.4333865e-06,-2.2e-08,-4.2894339e-05,-2.2e-08,3.5611192e-05,-2.2e-08,6.237417e-06,-2.2e-08,3.5363613e-05,-2.2e-08,-1.9961388e-05,-2.2e-08,4.1000134e-05,-2.2e-08,0.00014248879,-2.2e-08,-2.6585049e-05,-2.2e-08,-2.471074e-05
-2e-08,1.6121392e-05,-2e-08,8.8698062e-06,-2e-08,-3.7354475e-05,-2e-08,1.7712886e-05,-2e-08,-5.2822146e-05,-2e-08,-1.921783e-05,-2e-08,-6.7108391e-05,-2e-08,3.7607333e-05,-2e-08,-2.4570798e-05,-2e-08,3.342182e-05,-2e-08,-2.4273446e-05
-1.8e-08,4.9430669e-06,-1.8e-08,3.4142646e-05,-1.8e-08,-2.813227e-05,-1.8e-08,1.6210009e-06,-1.8e-08,-1.145098e-05,-1.8e-08,5.5154604e-05,-1.8e-08,-0.00010565232,-1.8e-08,9.2729215e-06,-1.8e-08,6.9822054e-05,-1.8e-08,-1.5909658e-06,-1.8e-08,7.0125047e-06
-1.6e-08,-1.6422717e-05,-1.6e-08,5.0505674e-05,-1.6e-08,-1.2699731e-05,-1.6e-08,5.6527075e-05,-1.6e-08,-2.6657146e-05,-1.6e-08,2.7393427e-05,-1.6e-08,-2.7771834e-05,-1.6e-08,2.7809978e-05,-1.6e-08,1.2641673e-05,-1.6e-08,-2.087487e-05,-1.6e-08,-1.2129081e-05
-1.4e-08,-5.0381099e-05,-1.4e-08,-2.2792741e-05,-1.4e-08,2.3694311e-05,-1.4e-08,2.8177865e-05,-1.4e-08,5.5028408e-06,-1.4e-08,-2.8464905e-05,-1.4e-08,-4.0074779e-06,-1.4e-08,-6.8429319e-05,-1.4e-08,-5.510673e-06,-1.4e-08,-5.0129267e-05,-1.4e-08,-2.394363e-05
-1.2e-08,-6.3311098e-05,-1.2e-08,-1.4275681e-05,-1.2e-08,1.2460277e-05,-1.2e-08,4.9291331e-05,-1.2e-08,-2.041792e-05,-1.2e-08,4.8774145e-05,-1.2e-08,-1.3732313e-05,-1.2e-08,-1.5667467e-05,-1.2e-08,7.4795562e-06,-1.2e-08,-5.3686075e-05,-1.2e-08,2.5831112e-05
-9.99999999999998e-09,-8.3101049e-06,-9.99999999999998e-09,-5.3121752e-05,-9.99999999999998e-09,6.9815826e-05,-9.99999999999998e-09,4.9897662e-05,-9.99999999999998e-09,-3.0397317e-05,-9.99999999999998e-09,-1.3151009e-05,-9.99999999999998e-09,1.3147066e-05,-9.99999999999998e-09,-4.430186e-06,-9.99999999999998e-09,4.3841592e-05,-9.99999999999998e-09,9.8776009e-06,-9.99999999999998e-09,-1.8036495e-05
-7.99999999999999e-09,-1.0284443e-05,-7.99999999999999e-09,-5.8439637e-05,-7.99999999999999e-09,-1.4546352e-05,-7.99999999999999e-09,-2.1509544e-05,-7.99999999999999e-09,-9.7033244e-06,-7.99999999999999e-09,3.7916594e-05,-7.99999999999999e-09,-3.8289301e-05,-7.99999999999999e-09,4.346596e-05,-7.99999999999999e-09,0.0001615489,-7.99999999999999e-09,5.3407446e-05,-7.99999999999999e-09,-5.6769018e-06
-5.99999999999999e-09,-2.4966128e-05,-5.99999999999999e-09,-2.1589893e-05,-5.99999999999999e-09,-5.3633594e-05,-5.99999999999999e-09,-2.331496e-05,-5.99999999999999e-09,-3.8122518e-05,-5.99999999999999e-09,4.2079257e-05,-5.99999999999999e-09,-9.4439201e-06,-5.99999999999999e-09,-3.029877e-05,-5.99999999999999e-09,1.961935e-05,-5.99999999999999e-09,-1.5909658e-06,-5.99999999999999e-09,3.0766007e-06
-3.99999999999998e-09,-2.3429709e-05,-3.99999999999998e-09,3.9469182e-05,-3.99999999999998e-09,-2.4439025e-05,-3.99999999999998e-09,-5.9316039e-07,-3.99999999999998e-09,-7.2204689e-06,-3.99999999999998e-09,2.3564355e-05,-3.99999999999998e-09,-6.0879313e-05,-3.99999999999998e-09,-2.5913043e-05,-3.99999999999998e-09,1.4399888e-05,-3.99999999999998e-09,-1.942322e-05,-3.99999999999998e-09,1.9796782e-06
-1.99999999999999e-09,4.2412197e-05,-1.99999999999999e-09,1.312418e-05,-1.99999999999999e-09,3.5774083e-05,-1.99999999999999e-09,-1.7081222e-05,-1.99999999999999e-09,1.6216814e-05,-1.99999999999999e-09,-6.3276108e-05,-1.99999999999999e-09,-5.7357258e-05,-1.99999999999999e-09,-8.6486405e-05,-1.99999999999999e-09,2.9092067e-05,-1.99999999999999e-09,5.7012465e-05,-1.99999999999999e-09,1.3579272e-05
1.32348898008484e-23,7.9436293e-05,1.32348898008484e-23,-6.1593464e-06,1.32348898008484e-23,1.7318771e-05,1.32348898008484e-23,3.5004861e-05,1.32348898008484e-23,5.9925583e-06,1.32348898008484e-23,1.1744349e-05,1.32348898008484e-23,-0.00010371261,1.32348898008484e-23,-6.3830621e-06,1.32348898008484e-23,7.4133728e-05,1.32348898008484e-23,5.2004005e-05,1.32348898008484e-23,6.2042142e-05
2e-09,0.00022503386,2e-09,0.00018326822,2e-09,0.00015418931,2e-09,0.00017498521,2e-09,0.00018245286,2e-09,0.00015860659,2e-09,8.7529828e-05,2e-09,0.00019342828,2e-09,0.00026802637,2e-09,0.00011987441,2e-09,0.00020885063
4.00000000000001e-09,0.00042978924,4.00000000000001e-09,0.00042484509,4.00000000000001e-09,0.00039857102,4.00000000000001e-09,0.00042135137,4.00000000000001e-09,0.00035342597,4.00000000000001e-09,0.00046059498,4.00000000000001e-09,0.00032747729,4.00000000000001e-09,0.00046313033,4.00000000000001e-09,0.00040740462,4.00000000000001e-09,0.0004676971,4.00000000000001e-09,0.00042633177
6.00000000000001e-09,0.00062337401,6.00000000000001e-09,0.00063489872,6.00000000000001e-09,0.00057435234,6.00000000000001e-09,0.0006994931,6.00000000000001e-09,0.00061063608,6.00000000000001e-09,0.00066362921,6.00000000000001e-09,0.0006749403,6.00000000000001e-09,0.00063018984,6.00000000000001e-09,0.00067140948,6.00000000000001e-09,0.0006241253,6.00000000000001e-09,0.00058572192
8.00000000000001e-09,0.00087239023,8.00000000000001e-09,0.00075994566,8.00000000000001e-09,0.00075533293,8.00000000000001e-09,0.00080145063,8.00000000000001e-09,0.00079181662,8.00000000000001e-09,0.00078461284,8.00000000000001e-09,0.00076218921,8.00000000000001e-09,0.00083489984,8.00000000000001e-09,0.00091380498,8.00000000000001e-09,0.00085909787,8.00000000000001e-09,0.00079838542
1e-08,0.00099454005,1e-08,0.0009540373,1e-08,0.00089555624,1e-08,0.00094725646,1e-08,0.00094235741,1e-08,0.00099787745,1e-08,0.00089423644,1e-08,0.0011314634,1e-08,0.0010869345,1e-08,0.00091124116,1e-08,0.000967081
1.2e-08,0.0011159288,1.2e-08,0.0011330906,1.2e-08,0.0010537289,1.2e-08,0.0011111707,1.2e-08,0.0010069048,1.2e-08,0.0011287562,1.2e-08,0.0010200304,1.2e-08,0.0012125598,1.2e-08,0.0011509788,1.2e-08,0.0011205145,1.2e-08,0.0011397051
1.4e-08,0.0011994033,1.4e-08,0.0012719728,1.4e-08,0.0012352042,1.4e-08,0.0012640147,1.4e-08,0.0011419939,1.4e-08,0.0012797604,1.4e-08,0.0012070097,1.4e-08,0.0012589513,1.4e-08,0.0012271631,1.4e-08,0.0010919619,1.4e-08,0.0012515069
1.6e-08,0.0013241877,1.6e-08,0.0014046043,1.6e-08,0.0012868656,1.6e-08,0.0013722191,1.6e-08,0.0012020504,1.6e-08,0.0014135266,1.6e-08,0.0012416741,1.6e-08,0.0013928092,1.6e-08,0.0012513843,1.6e-08,0.0011519687,1.6e-08,0.0013769872
1.8e-08,0.001466167,1.8e-08,0.0015078306,1.8e-08,0.001385825,1.8e-08,0.0014834284,1.8e-08,0.0013186996,1.8e-08,0.0014891758,1.8e-08,0.0014095602,1.8e-08,0.0014006537,1.8e-08,0.0014902612,1.8e-08,0.0014062251,1.8e-08,0.0015002737
2e-08,0.0015945629,2e-08,0.0016270196,2e-08,0.0015203432,2e-08,0.0015540181,2e-08,0.0014485457,2e-08,0.0015989877,2e-08,0.0014804472,2e-08,0.0015042246,2e-08,0.0014859507,2e-08,0.0015062051,2e-08,0.0015276239
2.2e-08,0.0017374251,2.2e-08,0.0017438196,2.2e-08,0.0016181379,2.2e-08,0.0016569901,2.2e-08,0.0015355349,2.2e-08,0.0017400966,2.2e-08,0.00165183,2.2e-08,0.0016561397,2.2e-08,0.001782008,2.2e-08,0.0015640585,2.2e-08,0.0016313317
2.4e-08,0.0018005245,2.4e-08,0.0017980961,2.4e-08,0.0016713054,2.4e-08,0.0018062228,2.4e-08,0.0016977696,2.4e-08,0.0018285278,2.4e-08,0.0017293531,2.4e-08,0.0017924637,2.4e-08,0.0017776974,2.4e-08,0.0017140749,2.4e-08,0.0016952227
2.6e-08,0.0018781981,2.6e-08,0.0018459914,2.6e-08,0.0017393997,2.6e-08,0.0018790269,2.6e-08,0.0017124854,2.6e-08,0.001978884,2.6e-08,0.001779998,2.6e-08,0.0018588969,2.6e-08,0.0019005669,2.6e-08,0.0019211965,2.6e-08,0.0017712505
2.8e-08,0.0019334147,2.8e-08,0.0019174245,2.8e-08,0.001827961,2.8e-08,0.0019821969,2.8e-08,0.0017536118,2.8e-08,0.0020079426,2.8e-08,0.0018563466,2.8e-08,0.0019204644,2.8e-08,0.001917926,2.8e-08,0.0019376253,2.8e-08,0.0018517665
3e-08,0.0020142617,3e-08,0.0019742292,3e-08,0.0018474166,3e-08,0.0020654523,3e-08,0.0017708105,3e-08,0.0020459341,3e-08,0.0019907174,3e-08,0.0020411324,3e-08,0.0018443515,3e-08,0.0019312134,3e-08,0.0019109471
3.2e-08,0.0020637847,3.2e-08,0.0020330215,3.2e-08,0.0018853273,3.2e-08,0.0021107106,3.2e-08,0.0019173487,3.2e-08,0.0021337171,3.2e-08,0.0020222676,3.2e-08,0.0020362337,3.2e-08,0.0019854307,3.2e-08,0.001954054,3.2e-08,0.0019457388
3.4e-08,0.0020457071,3.4e-08,0.0020696095,3.4e-08,0.0019338015,3.4e-08,0.0021708361,3.4e-08,0.0019619702,3.4e-08,0.0021780897,3.4e-08,0.0020877162,3.4e-08,0.00208413,3.4e-08,0.002044312,3.4e-08,0.0020397587,3.4e-08,0.0019879644
3.6e-08,0.0020833919,3.6e-08,0.0021523496,3.6e-08,0.0019135105,3.6e-08,0.0022008065,3.6e-08,0.0020220261,3.6e-08,0.0022285292,3.6e-08,0.0020343412,3.6e-08,0.0020572352,3.6e-08,0.0021083564,3.6e-08,0.0020047459,3.6e-08,0.0020756996
3.8e-08,0.0021594213,3.8e-08,0.0021443728,3.8e-08,0.0019809345,3.8e-08,0.0022307637,3.8e-08,0.0020168,3.8e-08,0.0022703488,3.8e-08,0.0021048447,3.8e-08,0.0020362337,3.8e-08,0.0020053412,3.8e-08,0.0020997655,3.8e-08,0.002064215
4e-08,0.0022483808,4e-08,0.0021870723,4e-08,0.0020752007,4e-08,0.0022086487,4e-08,0.0020860839,4e-08,0.0022719386,4e-08,0.002113804,4e-08,0.0021696119,4e-08,0.0022104648,4e-08,0.0020647526,4e-08,0.0020950632
4.2e-08,0.0022732499,4.2e-08,0.0021447653,4.2e-08,0.0020834224,4.2e-08,0.0022647537,4.2e-08,0.0020890727,4.2e-08,0.0023386755,4.2e-08,0.0021928851,4.2e-08,0.002151523,4.2e-08,0.0020407955,4.2e-08,0.0020647526,4.2e-08,0.0021299627
4.4e-08,0.0022640463,4.4e-08,0.0022135479,4.4e-08,0.0021072309,4.4e-08,0.0023405761,4.4e-08,0.0021429062,4.4e-08,0.0023664373,4.4e-08,0.0021889794,4.4e-08,0.0021779046,4.4e-08,0.0021239,4.4e-08,0.0021411884,4.4e-08,0.0021447309
4.6e-08,0.0022721516,4.6e-08,0.0022291092,4.6e-08,0.0021530229,4.6e-08,0.0023759766,4.6e-08,0.0021536206,4.6e-08,0.0024529651,4.6e-08,0.0022731135,4.6e-08,0.0021358987,4.6e-08,0.002124809,4.6e-08,0.0021697409,4.6e-08,0.0021745968
4.8e-08,0.0022865031,4.8e-08,0.002303201,4.8e-08,0.0021807004,4.8e-08,0.0023627046,4.8e-08,0.0021845221,4.8e-08,0.0024031526,4.8e-08,0.0022606573,4.8e-08,0.0022096634,4.8e-08,0.0021585601,4.8e-08,0.0023033286,4.8e-08,0.0022168232
5e-08,0.0022993181,5e-08,0.0023067931,5e-08,0.0021862404,5e-08,0.00236994,5e-08,0.0021972454,5e-08,0.0025199945,5e-08,0.0023019323,5e-08,0.0022775696,5e-08,0.0022615753,5e-08,0.0021190492,5e-08,0.0022629846
