JN202305170037_DeltaP,,JN202305170038_DeltaP,,JN202305170039_DeltaP,,JN202305170040_DeltaP,,JN202305170041_DeltaP,,JN202305170042_DeltaP,,JN202305170043_DeltaP,,JN202305170044_DeltaP,,JN202305170046_DeltaP,,JN202305170045_DeltaP,,JN202305170047_DeltaP,
5.2e-08,0.0023512468,5.2e-08,0.0023596047,5.2e-08,0.0022487948,5.2e-08,0.0023703487,5.2e-08,0.0022393516,5.2e-08,0.0024232573,5.2e-08,0.0023541341,5.2e-08,0.002287847,5.2e-08,0.0023506933,5.2e-08,0.0022433216,5.2e-08,0.0022490907
5.4e-08,0.0024002171,5.4e-08,0.002325292,5.4e-08,0.0022301855,5.4e-08,0.0024336895,5.4e-08,0.0023280885,5.4e-08,0.0025030694,5.4e-08,0.0023514028,5.4e-08,0.0023147084,5.4e-08,0.0024849107,5.4e-08,0.0023169022,5.4e-08,0.0023051032
5.6e-08,0.0024180796,5.6e-08,0.0023778337,5.6e-08,0.0022305152,5.6e-08,0.0024385136,5.6e-08,0.0023268305,5.6e-08,0.0026262917,5.6e-08,0.0023950266,5.6e-08,0.0023611318,5.6e-08,0.0024026562,5.6e-08,0.0022054557,5.6e-08,0.0022959197
5.8e-08,0.0024372484,5.8e-08,0.0023517588,5.8e-08,0.0022310207,5.8e-08,0.0024417425,5.8e-08,0.002314124,5.8e-08,0.0025484045,5.8e-08,0.0024036034,5.8e-08,0.0024226662,5.8e-08,0.0023974369,5.8e-08,0.0021790562,5.8e-08,0.0023247963
6e-08,0.0024173111,6e-08,0.0023731783,6e-08,0.0023434015,6e-08,0.0024334921,6e-08,0.0023632203,6e-08,0.0026125673,6e-08,0.0024826848,6e-08,0.0024119406,6e-08,0.0024485474,6e-08,0.0023090388,6e-08,0.0023485331
6.2e-08,0.0023887157,6.2e-08,0.002395923,6.2e-08,0.0024029445,6.2e-08,0.0023868363,6.2e-08,0.0023564913,6.2e-08,0.0024804126,6.2e-08,0.0024125639,6.2e-08,0.0024226662,6.2e-08,0.0023965866,6.2e-08,0.0023375913,6.2e-08,0.0023456945
6.4e-08,0.0024443702,6.4e-08,0.0024110919,6.4e-08,0.0023214291,6.4e-08,0.0023860324,6.4e-08,0.0023662092,6.4e-08,0.0026432159,6.4e-08,0.0024297177,6.4e-08,0.0023474286,6.4e-08,0.0024640909,6.4e-08,0.0023490116,6.4e-08,0.0023663701
6.6e-08,0.0024348362,6.6e-08,0.002381556,6.6e-08,0.0023494361,6.6e-08,0.0024538019,6.6e-08,0.0023495171,6.6e-08,0.0025953294,6.6e-08,0.0024324227,6.6e-08,0.0023708961,6.6e-08,0.00261731,6.6e-08,0.0024368693,6.6e-08,0.0023825576
6.8e-08,0.0024674877,6.8e-08,0.0024045708,6.8e-08,0.0023489303,6.8e-08,0.0025109225,6.8e-08,0.0023450255,6.8e-08,0.0026039483,6.8e-08,0.0023876496,6.8e-08,0.0024392821,6.8e-08,0.002487462,6.8e-08,0.0023290259,6.8e-08,0.0023965589
7e-08,0.0024198312,7e-08,0.0024169416,7e-08,0.0023690567,7e-08,0.0025173537,7e-08,0.0023567525,7e-08,0.0025429858,7e-08,0.0024413832,7e-08,0.0023967966,7e-08,0.0023818931,7e-08,0.0023104439,7e-08,0.0024158151
7.2e-08,0.0024323231,7.2e-08,0.0023862114,7.2e-08,0.0024260932,7.2e-08,0.0024859863,7.2e-08,0.0023741962,7.2e-08,0.0026358729,7.2e-08,0.0024421737,7.2e-08,0.0024558981,7.2e-08,0.0024095767,7.2e-08,0.0024611619,7.2e-08,0.0024044376
7.4e-08,0.0024508319,7.4e-08,0.0023729084,7.4e-08,0.0024329629,7.4e-08,0.002372154,7.4e-08,0.0023951349,7.4e-08,0.0026668361,7.4e-08,0.0024328316,7.4e-08,0.0023503746,7.4e-08,0.0024805414,7.4e-08,0.0024440312,7.4e-08,0.0024043305
7.6e-08,0.0025030903,7.6e-08,0.002429713,7.6e-08,0.0024431967,7.6e-08,0.0023876401,7.6e-08,0.0023692148,7.6e-08,0.0026859988,7.6e-08,0.0024160608,7.6e-08,0.0023708961,7.6e-08,0.0026233799,7.6e-08,0.0023183075,7.6e-08,0.0023904368
7.8e-08,0.0025152524,7.8e-08,0.002393665,7.8e-08,0.0024029445,7.8e-08,0.0024268494,7.8e-08,0.0023993654,7.8e-08,0.0026387605,7.8e-08,0.0024328316,7.8e-08,0.0025203784,7.8e-08,0.0025004521,7.8e-08,0.0024883093,7.8e-08,0.002429164
8e-08,0.0025019993,8e-08,0.0024235931,8e-08,0.0023593288,8e-08,0.0025044905,8e-08,0.0024197977,8e-08,0.0026547224,8e-08,0.0024347713,8e-08,0.0024607969,8e-08,0.0024805414,8e-08,0.0024768889,8e-08,0.0024453518
8.2e-08,0.0024967366,8.2e-08,0.0023983205,8.2e-08,0.0023851595,8.2e-08,0.0025133342,8.2e-08,0.0024285191,8.2e-08,0.0026473794,8.2e-08,0.0025013699,8.2e-08,0.0023528074,8.2e-08,0.0026294498,8.2e-08,0.0025533244,8.2e-08,0.0024554173
8.4e-08,0.0025539272,8.4e-08,0.0024478023,8.4e-08,0.0024405147,8.4e-08,0.0024914166,8.4e-08,0.0024235379,8.4e-08,0.0026767312,8.4e-08,0.002503335,8.4e-08,0.0024392821,8.4e-08,0.0026199198,8.4e-08,0.0024090186,8.4e-08,0.0024782792
8.6e-08,0.0025483349,8.6e-08,0.0024392935,8.6e-08,0.0024457136,8.6e-08,0.0025147444,8.6e-08,0.0024250408,8.6e-08,0.0026381116,8.6e-08,0.0024086835,8.6e-08,0.0023601388,8.6e-08,0.00263637,8.6e-08,0.0024304558,8.6e-08,0.0024315657
8.8e-08,0.0025820781,8.8e-08,0.0024867877,8.8e-08,0.0023730902,8.8e-08,0.0024857759,8.8e-08,0.0024018639,8.8e-08,0.0026850365,8.8e-08,0.0025138515,8.8e-08,0.0023889532,8.8e-08,0.0026579837,8.8e-08,0.0023997515,8.8e-08,0.002479699
9e-08,0.0025652065,9e-08,0.0024561887,9e-08,0.0023719142,9e-08,0.0025117262,9e-08,0.0024322593,9e-08,0.0026499317,9e-08,0.0024686453,9e-08,0.0025116059,9e-08,0.0025376657,9e-08,0.0024840045,9e-08,0.0025001597
9.2e-08,0.0025179877,9.2e-08,0.0024532594,9.2e-08,0.0023437312,9.2e-08,0.0025404841,9.2e-08,0.0023512647,9.2e-08,0.0026451407,9.2e-08,0.0025391486,9.2e-08,0.0024256108,9.2e-08,0.0025307455,9.2e-08,0.002551873,9.2e-08,0.0025026756
9.4e-08,0.0024942169,9.4e-08,0.0024798659,9.4e-08,0.0023494361,9.4e-08,0.0025418946,9.4e-08,0.0024058493,9.4e-08,0.0026636557,9.4e-08,0.0024877384,9.4e-08,0.0024290367,9.4e-08,0.0026086867,9.4e-08,0.0024854541,9.4e-08,0.0024987396
9.6e-08,0.002515798,9.6e-08,0.0024960982,9.6e-08,0.0023549758,9.6e-08,0.0025135316,9.6e-08,0.0024270331,9.6e-08,0.0026844093,9.6e-08,0.0024776047,9.6e-08,0.0024319505,9.6e-08,0.002516052,9.6e-08,0.0024090186,9.6e-08,0.0024709527
9.8e-08,0.0025506392,9.8e-08,0.0024885139,9.8e-08,0.0023950632,9.8e-08,0.0025561678,9.8e-08,0.0023916396,9.8e-08,0.0026435305,9.8e-08,0.002504484,9.8e-08,0.002444661,9.8e-08,0.0024675513,9.8e-08,0.0024554515,9.8e-08,0.0024701853
1e-07,0.0025804339,1e-07,0.0025096631,1e-07,0.0024225647,1e-07,0.0025841219,1e-07,0.0023599868,1e-07,0.0026132162,1e-07,0.0024441145,1e-07,0.0024651824,1e-07,0.0025524152,1e-07,0.0025561797,1e-07,0.0024854983
1.02e-07,0.0025302572,1.02e-07,0.0024660309,1.02e-07,0.0023997568,1.02e-07,0.00255195,1.02e-07,0.0024297773,1.02e-07,0.0026515222,1.02e-07,0.0024744906,1.02e-07,0.0024598038,1.02e-07,0.0025644966,1.02e-07,0.0024383194,1.02e-07,0.0025084757
1.04e-07,0.0025069239,1.04e-07,0.0024862473,1.04e-07,0.0023922052,1.04e-07,0.0024765364,1.04e-07,0.0023774302,1.04e-07,0.0026505596,1.04e-07,0.0024698195,1.04e-07,0.0024798468,1.04e-07,0.0026225296,1.04e-07,0.002516862,1.04e-07,0.0024659198
1.06e-07,0.0025338756,1.06e-07,0.00247202,1.06e-07,0.00238583,1.06e-07,0.0025197661,1.06e-07,0.0023557562,1.06e-07,0.0026349106,1.06e-07,0.0025282484,1.06e-07,0.0024060819,1.06e-07,0.0026432904,1.06e-07,0.0024068651,1.06e-07,0.0024570588
1.08e-07,0.0025358496,1.08e-07,0.0024963601,1.08e-07,0.0023947223,1.08e-07,0.0025497361,1.08e-07,0.0024359995,1.08e-07,0.0027332373,1.08e-07,0.0025804501,1.08e-07,0.0025433342,1.08e-07,0.0026329102,1.08e-07,0.0024869058,1.08e-07,0.0024728095
1.1e-07,0.0025551263,1.1e-07,0.00247202,1.1e-07,0.0024177064,1.1e-07,0.0025742762,1.1e-07,0.0023876547,1.1e-07,0.0026735507,1.1e-07,0.0025403227,1.1e-07,0.0024734752,1.1e-07,0.0025264325,1.1e-07,0.0025775707,1.1e-07,0.0025060668
1.12e-07,0.0026045348,1.12e-07,0.0024516638,1.12e-07,0.0024291049,1.12e-07,0.0025642207,1.12e-07,0.002431263,1.12e-07,0.0026237394,1.12e-07,0.0024892953,1.12e-07,0.0024988954,1.12e-07,0.0024355571,1.12e-07,0.0025561797,1.12e-07,0.0024853912
1.14e-07,0.0025787894,1.14e-07,0.0024535295,1.14e-07,0.0024482307,1.14e-07,0.002520978,1.14e-07,0.0023183702,1.14e-07,0.0026773799,1.14e-07,0.0024686453,1.14e-07,0.002491564,1.14e-07,0.0025195123,1.14e-07,0.0024225921,1.14e-07,0.0024787167
1.16e-07,0.0025568851,1.16e-07,0.0024459451,1.16e-07,0.0024230701,1.16e-07,0.0025630079,1.16e-07,0.0024100794,1.16e-07,0.0026892,1.16e-07,0.0025235773,1.16e-07,0.0024739869,1.16e-07,0.0025039124,1.16e-07,0.0023740539,1.16e-07,0.0024576036
1.18e-07,0.0025695928,1.18e-07,0.0024458147,1.18e-07,0.0024047911,1.18e-07,0.0026068564,1.18e-07,0.0023791781,1.18e-07,0.002648321,1.18e-07,0.0025348854,1.18e-07,0.0024075219,1.18e-07,0.0024182564,1.18e-07,0.0023490116,1.18e-07,0.0024210631
1.2e-07,0.0026093593,1.2e-07,0.0024098973,1.2e-07,0.0024242464,1.2e-07,0.002604234,1.2e-07,0.0024788736,1.2e-07,0.0026709987,1.2e-07,0.0024823011,1.2e-07,0.0024715224,1.2e-07,0.0025290421,1.2e-07,0.0024683238,1.2e-07,0.0024516964
1.22e-07,0.0025920495,1.22e-07,0.0024125564,1.22e-07,0.0024019333,1.22e-07,0.0025503424,1.22e-07,0.0024168089,1.22e-07,0.0026572754,1.22e-07,0.0024378854,1.22e-07,0.0025096529,1.22e-07,0.0025619452,1.22e-07,0.0025840306,1.22e-07,0.0025005967
1.24e-07,0.0025500867,1.24e-07,0.0024571216,1.24e-07,0.0024086491,1.24e-07,0.0025004577,1.24e-07,0.0024424843,1.24e-07,0.002678656,1.24e-07,0.0024974896,1.24e-07,0.0024617568,1.24e-07,0.0026355197,1.24e-07,0.0024775907,1.24e-07,0.0024932702
1.26e-07,0.0025126243,1.26e-07,0.0025136557,1.26e-07,0.0024509127,1.26e-07,0.0024503884,1.26e-07,0.0024417329,1.26e-07,0.002648321,1.26e-07,0.0025960212,1.26e-07,0.0025071884,1.26e-07,0.0025402752,1.26e-07,0.0024061634,1.26e-07,0.0024690886
1.28e-07,0.0025046268,1.28e-07,0.0024893072,1.28e-07,0.0024133429,1.28e-07,0.0025471265,1.28e-07,0.0024596823,1.28e-07,0.0026725885,1.28e-07,0.0025278656,1.28e-07,0.0025155114,1.28e-07,0.0026112401,1.28e-07,0.0024183337,1.28e-07,0.0024626367
1.3e-07,0.0025344212,1.3e-07,0.0024583156,1.3e-07,0.002425082,1.3e-07,0.002559186,1.3e-07,0.0024305116,1.3e-07,0.0026381116,1.3e-07,0.0025029269,1.3e-07,0.0025711874,1.3e-07,0.0025714755,1.3e-07,0.0025939993,1.3e-07,0.002413736
1.32e-07,0.0026096895,1.32e-07,0.0024419527,1.32e-07,0.0024062968,1.32e-07,0.002617914,1.32e-07,0.0024352488,1.32e-07,0.0026518358,1.32e-07,0.0025971946,1.32e-07,0.0024153348,1.32e-07,0.0026034694,1.32e-07,0.0024654686,1.32e-07,0.0024961089
1.34e-07,0.0026208609,1.34e-07,0.0024020427,1.34e-07,0.0023640334,1.34e-07,0.0025859403,1.34e-07,0.0024631615,1.34e-07,0.0026681121,1.34e-07,0.0026112089,1.34e-07,0.0024314707,1.34e-07,0.0025420326,1.34e-07,0.0025275806,1.34e-07,0.0024775122
1.36e-07,0.0026088138,1.36e-07,0.0025176485,1.36e-07,0.0024021089,1.36e-07,0.0026026259,1.36e-07,0.0024018639,1.36e-07,0.002598844,1.36e-07,0.0026147319,1.36e-07,0.002387512,1.36e-07,0.0027367757,1.36e-07,0.0024554515,1.36e-07,0.0024224895
1.38e-07,0.0025702463,1.38e-07,0.0025588833,1.38e-07,0.0023861709,1.38e-07,0.0025923722,1.38e-07,0.0024502096,1.38e-07,0.0025780904,1.38e-07,0.0024897044,1.38e-07,0.0024177993,1.38e-07,0.0025809491,1.38e-07,0.002589741,1.38e-07,0.0024159227
1.4e-07,0.0025357353,1.4e-07,0.0025000824,1.4e-07,0.0023699028,1.4e-07,0.0025903557,1.4e-07,0.002408087,1.4e-07,0.0025432992,1.4e-07,0.0024947582,1.4e-07,0.0024705611,1.4e-07,0.0024857612,1.4e-07,0.0025347425,1.4e-07,0.0024917359
1.42e-07,0.0025213833,1.42e-07,0.002451394,1.42e-07,0.0023435666,1.42e-07,0.0026104676,1.42e-07,0.002431263,1.42e-07,0.002627254,1.42e-07,0.0025508394,1.42e-07,0.0024129006,1.42e-07,0.0024138873,1.42e-07,0.002449038,1.42e-07,0.0024617615
1.44e-07,0.0025256621,1.44e-07,0.0024355713,1.44e-07,0.0023408844,1.44e-07,0.0025557722,1.44e-07,0.0023764339,1.44e-07,0.0026579027,1.44e-07,0.002583564,1.44e-07,0.0024993755,1.44e-07,0.0026406809,1.44e-07,0.0023997515,1.44e-07,0.0024728095
1.46e-07,0.0025028752,1.46e-07,0.0024261209,1.46e-07,0.0024046151,1.46e-07,0.0025585794,1.46e-07,0.0024479718,1.46e-07,0.0026170446,1.46e-07,0.0025609732,1.46e-07,0.0024651824,1.46e-07,0.0025298949,1.46e-07,0.0024047599,1.46e-07,0.0024370358
1.48e-07,0.0025411053,1.48e-07,0.0024748098,1.48e-07,0.0023204177,1.48e-07,0.0025203722,1.48e-07,0.0024596823,1.48e-07,0.0026291788,1.48e-07,0.0025251342,1.48e-07,0.0024348965,1.48e-07,0.0026761936,1.48e-07,0.0023875812,1.48e-07,0.0024321177
1.5e-07,0.0024835912,1.5e-07,0.0024478023,1.5e-07,0.0023336739,1.5e-07,0.00260082,1.5e-07,0.0024504543,1.5e-07,0.0026349106,1.5e-07,0.0025189063,1.5e-07,0.0024734752,1.5e-07,0.0025740266,1.5e-07,0.0025161603,1.5e-07,0.0024536678
1.52e-07,0.0025084603,1.52e-07,0.002422268,1.52e-07,0.0023573174,1.52e-07,0.0025569717,1.52e-07,0.0024050979,1.52e-07,0.0025535088,1.52e-07,0.0024826848,1.52e-07,0.0025057471,1.52e-07,0.0025688657,1.52e-07,0.0024904625,1.52e-07,0.0024686509
1.54e-07,0.0025071467,1.54e-07,0.0024342374,1.54e-07,0.0023754318,1.54e-07,0.0026088599,1.54e-07,0.0024547011,1.54e-07,0.0025640528,1.54e-07,0.0026096518,1.54e-07,0.002492524,1.54e-07,0.0025584851,1.54e-07,0.002457605,1.54e-07,0.0024975352
1.56e-07,0.0024776757,1.56e-07,0.0024464771,1.56e-07,0.0023873472,1.56e-07,0.0025843326,1.56e-07,0.0024554362,1.56e-07,0.0025615005,1.56e-07,0.0025064491,1.56e-07,0.0026137049,1.56e-07,0.0025749353,1.56e-07,0.0024319075,1.56e-07,0.0024620912
1.58e-07,0.0024580616,1.58e-07,0.0024192079,1.58e-07,0.0024188715,1.58e-07,0.0025436999,1.58e-07,0.0024631615,1.58e-07,0.0026374627,1.58e-07,0.0024772219,1.58e-07,0.0025897573,1.58e-07,0.0026406809,1.58e-07,0.002611178,1.58e-07,0.0024398817
1.6e-07,0.0025251093,1.6e-07,0.0024521959,1.6e-07,0.0023682211,1.6e-07,0.0024771297,1.6e-07,0.0023771848,1.6e-07,0.0027172747,1.6e-07,0.0024955238,1.6e-07,0.0025873233,1.6e-07,0.0025939392,1.6e-07,0.0026347223,1.6e-07,0.0023906517
1.62e-07,0.002508353,1.62e-07,0.0025163146,1.62e-07,0.0023905348,1.62e-07,0.0025394822,1.62e-07,0.0023786714,1.62e-07,0.0026617309,1.62e-07,0.0025263086,1.62e-07,0.0025975688,1.62e-07,0.0025705665,1.62e-07,0.0026047197,1.62e-07,0.0024183316
1.64e-07,0.0025163505,1.64e-07,0.0024803977,1.64e-07,0.0024054616,1.64e-07,0.0025453076,1.64e-07,0.0024482168,1.64e-07,0.0026486556,1.64e-07,0.0025434368,1.64e-07,0.0026219962,1.64e-07,0.0024658504,1.64e-07,0.0024026067,1.64e-07,0.0024427278
1.66e-07,0.0024604737,1.66e-07,0.0025063416,1.66e-07,0.0023905348,1.66e-07,0.0025774925,1.66e-07,0.0024153222,1.66e-07,0.0025365844,1.66e-07,0.0025539536,1.66e-07,0.0025335685,1.66e-07,0.0025835566,1.66e-07,0.0023561735,1.66e-07,0.0025123036
1.68e-07,0.0024373564,1.68e-07,0.0025207086,1.68e-07,0.0023724199,1.68e-07,0.0025688466,1.68e-07,0.0024165635,1.68e-07,0.0025771281,1.68e-07,0.0024842417,1.68e-07,0.0024295179,1.68e-07,0.0025965469,1.68e-07,0.002467622,1.68e-07,0.0024802508
1.7e-07,0.0024695699,1.7e-07,0.0024657692,1.7e-07,0.0023190768,1.7e-07,0.0025541643,1.7e-07,0.0023677119,1.7e-07,0.0026604547,1.7e-07,0.0024406167,1.7e-07,0.0024866655,1.7e-07,0.0026571313,1.7e-07,0.002449038,1.7e-07,0.0024125315
1.72e-07,0.002496083,1.72e-07,0.0024269233,1.72e-07,0.0023474246,1.72e-07,0.0025430934,1.72e-07,0.0023373002,1.72e-07,0.0025681953,1.72e-07,0.0024659391,1.72e-07,0.0025985618,1.72e-07,0.0025454948,1.72e-07,0.0023254673,1.72e-07,0.0023628646
1.74e-07,0.0024796496,1.74e-07,0.0024504696,1.74e-07,0.0023442372,1.74e-07,0.0024696963,1.74e-07,0.0023961309,1.74e-07,0.0026109777,1.74e-07,0.0025804501,1.74e-07,0.0024959499,1.74e-07,0.0025515626,1.74e-07,0.0023490116,1.74e-07,0.0024302534
1.76e-07,0.00244875,1.76e-07,0.0024342374,1.76e-07,0.0023318273,1.76e-07,0.0025050838,1.76e-07,0.0023814153,1.76e-07,0.0026256642,1.76e-07,0.0024335969,1.76e-07,0.0026171305,1.76e-07,0.0025593354,1.76e-07,0.0023576252,1.76e-07,0.0024512589
1.78e-07,0.0024248709,1.78e-07,0.0024186762,1.78e-07,0.0023558112,1.78e-07,0.0024930246,1.78e-07,0.0023358136,1.78e-07,0.0025800155,1.78e-07,0.0024655312,1.78e-07,0.0025707074,1.78e-07,0.0026086867,1.78e-07,0.002381871,1.78e-07,0.0024306912
1.8e-07,0.0023961682,1.8e-07,0.0024422226,1.8e-07,0.0024052854,1.8e-07,0.0025740657,1.8e-07,0.0023191052,1.8e-07,0.0025691572,1.8e-07,0.0024370947,1.8e-07,0.0025702275,1.8e-07,0.0025255822,1.8e-07,0.0023590287,1.8e-07,0.002420848
1.82e-07,0.0023809404,1.82e-07,0.0024225295,1.82e-07,0.0024210589,1.82e-07,0.0025268034,1.82e-07,0.0023283334,1.82e-07,0.0026007681,1.82e-07,0.0024721671,1.82e-07,0.0026337148,1.82e-07,0.0025774867,1.82e-07,0.0023897346,1.82e-07,0.0023711806
1.84e-07,0.0023332841,1.84e-07,0.002401511,1.84e-07,0.00238583,1.84e-07,0.0025481281,1.84e-07,0.0023766789,1.84e-07,0.0025525463,1.84e-07,0.0025512483,1.84e-07,0.0025184255,1.84e-07,0.0026761936,1.84e-07,0.0024397245,1.84e-07,0.002378837
1.86e-07,0.0024694551,1.86e-07,0.0023863509,1.86e-07,0.0023732556,1.86e-07,0.0025360559,1.86e-07,0.0024073354,1.86e-07,0.0026106641,1.86e-07,0.0025430541,1.86e-07,0.0026107589,1.86e-07,0.0025636461,1.86e-07,0.0024475881,1.86e-07,0.002415485
1.88e-07,0.0024619021,1.88e-07,0.0023993838,1.88e-07,0.0023638571,1.88e-07,0.0025644181,1.88e-07,0.0023632203,1.88e-07,0.0026352457,1.88e-07,0.0024818929,1.88e-07,0.0025506658,1.88e-07,0.0024554678,1.88e-07,0.0025668985,1.88e-07,0.0024398817
1.9e-07,0.0024095359,1.9e-07,0.0024116235,1.9e-07,0.0023836535,1.9e-07,0.0025624016,1.9e-07,0.002333821,1.9e-07,0.0026403503,1.9e-07,0.002398167,1.9e-07,0.0025672815,1.9e-07,0.0025446422,1.9e-07,0.0024947228,1.9e-07,0.0024628586
1.92e-07,0.002398903,1.92e-07,0.0024282485,1.92e-07,0.0023999217,1.92e-07,0.0025151395,1.92e-07,0.0022879583,1.92e-07,0.0026109777,1.92e-07,0.0025083895,1.92e-07,0.0024221849,1.92e-07,0.0026207701,1.92e-07,0.0023897346,1.92e-07,0.0024204103
1.94e-07,0.0023578231,1.94e-07,0.0023828899,1.94e-07,0.0023340036,1.94e-07,0.0025217826,1.94e-07,0.0023535027,1.94e-07,0.002590873,1.94e-07,0.0025333285,1.94e-07,0.0023997105,1.94e-07,0.002514295,1.94e-07,0.0023190554,1.94e-07,0.0023860561
1.96e-07,0.0024063557,1.96e-07,0.0023745121,1.96e-07,0.0023908643,1.96e-07,0.0024769322,1.96e-07,0.0023726933,1.96e-07,0.0026796185,1.96e-07,0.0025465512,1.96e-07,0.0023889532,1.96e-07,0.0024217165,1.96e-07,0.0023461566,1.96e-07,0.0024026884
1.98e-07,0.0023854277,1.98e-07,0.0023967249,1.98e-07,0.0023386972,1.98e-07,0.0024739141,1.98e-07,0.0023731997,1.98e-07,0.002663007,1.98e-07,0.0024807439,1.98e-07,0.0024739869,1.98e-07,0.0023247693,1.98e-07,0.0023497615,1.98e-07,0.002384092
2e-07,0.0024164352,2e-07,0.0024212042,2e-07,0.0023447424,2e-07,0.0025054924,2e-07,0.0022523201,2e-07,0.0026604547,2e-07,0.002470993,2e-07,0.0024133807,2e-07,0.0024441807,2e-07,0.0024104703,2e-07,0.0023503974
2.02e-07,0.0024076691,2.02e-07,0.0023580096,2.02e-07,0.0023625162,2.02e-07,0.0024763257,2.02e-07,0.0023004205,2.02e-07,0.0025975679,2.02e-07,0.0024612679,2.02e-07,0.0024470936,2.02e-07,0.0026043197,2.02e-07,0.0024068651,2.02e-07,0.0023827797
2.04e-07,0.002382362,2.04e-07,0.00234271,2.04e-07,0.0023187466,2.04e-07,0.002535054,2.04e-07,0.0023081459,2.04e-07,0.0025755384,2.04e-07,0.0025122946,2.04e-07,0.0023723689,2.04e-07,0.0025022114,2.04e-07,0.0023961929,2.04e-07,0.0023832174
2.06e-07,0.0023761159,2.06e-07,0.0023283432,2.06e-07,0.0022845292,2.06e-07,0.0025256046,2.06e-07,0.0023677119,2.06e-07,0.0025634049,2.06e-07,0.002592141,2.06e-07,0.0023591777,2.06e-07,0.0024303377,2.06e-07,0.0022733258,2.06e-07,0.0024216149
2.08e-07,0.0023324082,2.08e-07,0.0023397894,2.08e-07,0.0022752963,2.08e-07,0.0024877922,2.08e-07,0.0022685223,2.08e-07,0.0025918148,2.08e-07,0.0025504567,2.08e-07,0.0024480866,2.08e-07,0.0024208077,2.08e-07,0.00224833,2.08e-07,0.0024275221
2.1e-07,0.0023402979,2.1e-07,0.0024039084,2.1e-07,0.0023296399,2.1e-07,0.0024608397,2.1e-07,0.0023161166,2.1e-07,0.0025436138,2.1e-07,0.002439826,2.1e-07,0.0023708961,2.1e-07,0.0025221219,2.1e-07,0.0023997515,2.1e-07,0.0023658182
2.12e-07,0.0023819241,2.12e-07,0.0024161481,2.12e-07,0.0023108546,2.12e-07,0.0024367082,2.12e-07,0.0023086362,2.12e-07,0.0025525463,2.12e-07,0.0024674961,2.12e-07,0.0024339035,2.12e-07,0.002452858,2.12e-07,0.0022861979,2.12e-07,0.0024150482
2.14e-07,0.0023658206,2.14e-07,0.0023806232,2.14e-07,0.0023425552,2.14e-07,0.0024447609,2.14e-07,0.0023228454,2.14e-07,0.0026007681,2.14e-07,0.0024830673,2.14e-07,0.0024143734,2.14e-07,0.0025255822,2.14e-07,0.0023682974,2.14e-07,0.0023424111
2.16e-07,0.0024142454,2.16e-07,0.0022909702,2.16e-07,0.0023873472,2.16e-07,0.0024324905,2.16e-07,0.0023726933,2.16e-07,0.0026413125,2.16e-07,0.0024994293,2.16e-07,0.0023699033,2.16e-07,0.0025731763,2.16e-07,0.0023361878,2.16e-07,0.0023164805
2.18e-07,0.0024306795,2.18e-07,0.0023036022,2.18e-07,0.0023687265,2.18e-07,0.0024441546,2.18e-07,0.0023657195,2.18e-07,0.002585747,2.18e-07,0.0024468459,2.18e-07,0.0024456538,2.18e-07,0.0024493979,2.18e-07,0.002379016,2.18e-07,0.0023428481
2.2e-07,0.0024238874,2.2e-07,0.0024086945,2.2e-07,0.0023496009,2.2e-07,0.0024495844,2.2e-07,0.0022959292,2.2e-07,0.0026202248,2.2e-07,0.0023887986,2.2e-07,0.0023498933,2.2e-07,0.0024355571,2.2e-07,0.0024254473,2.2e-07,0.0023717252
2.22e-07,0.0023677952,2.22e-07,0.0023802312,2.22e-07,0.0023098544,2.22e-07,0.0024336895,2.22e-07,0.0022941814,2.22e-07,0.0025496806,2.22e-07,0.0024402339,2.22e-07,0.002387512,2.22e-07,0.0024511009,2.22e-07,0.0023311793,2.22e-07,0.0023800412
2.24e-07,0.0023292275,2.24e-07,0.0023545572,2.24e-07,0.0022417491,2.24e-07,0.0024389224,2.24e-07,0.0022852146,2.24e-07,0.002593739,2.24e-07,0.0024355378,2.24e-07,0.0023601388,2.24e-07,0.0025298949,2.24e-07,0.0024454347,2.24e-07,0.0023621044
2.26e-07,0.0023690013,2.26e-07,0.0023904745,2.26e-07,0.0022538288,2.26e-07,0.0023976965,2.26e-07,0.002344291,2.26e-07,0.0025417095,2.26e-07,0.0024752812,2.26e-07,0.002340609,2.26e-07,0.0024312467,2.26e-07,0.00235477,2.26e-07,0.0023761059
2.28e-07,0.0023573847,2.28e-07,0.0023666576,2.28e-07,0.0022335378,2.28e-07,0.0023536498,2.28e-07,0.0022757417,2.28e-07,0.0026068357,2.28e-07,0.0024394423,2.28e-07,0.0023259458,2.28e-07,0.002542885,2.28e-07,0.0023861777,2.28e-07,0.0024029035
2.3e-07,0.0023452232,2.3e-07,0.0023564142,2.3e-07,0.0022878817,2.3e-07,0.0024290637,2.3e-07,0.0023111347,2.3e-07,0.0026237394,2.3e-07,0.0023362143,2.3e-07,0.0022052778,2.3e-07,0.0024693108,2.3e-07,0.0024447329,2.3e-07,0.0023962294
2.32e-07,0.0023419352,2.32e-07,0.0023435119,2.32e-07,0.0022900582,2.32e-07,0.0023590804,2.32e-07,0.0022867171,2.32e-07,0.0025563962,2.32e-07,0.0024254292,2.32e-07,0.0024129006,2.32e-07,0.0024260271,2.32e-07,0.002449038,2.32e-07,0.0023787294
