% Model:              FINAL_cavity_quartz.mph
% Version:            COMSOL 5.6.0.401
% Date:               Apr 7 2023, 14:29
% Table:              Table 26 - power_refl
% freq (GHz)             abs(emw.S11)^2 (1)
8.45                     0.9854788720153108
8.45075                  0.9851847077810121
8.4515                   0.9849310581203072
8.45225                  0.9846626412625045
8.453                    0.9843811976595129
8.45375                  0.9840862422100501
8.4545                   0.9837772255069928
8.45525                  0.9834534502016139
8.456                    0.9831141137338749
8.456750000000001        0.9827583241306179
8.457500000000001        0.982385106728994
8.458250000000001        0.9819934052143386
8.459000000000001        0.9815820781424485
8.45975                  0.9811513271746994
8.4605                   0.9806786427836051
8.46125                  0.9802036604147646
8.462                    0.979703503975304
8.46275                  0.9791764251583999
8.4635                   0.9786204643858059
8.46425                  0.9780334536736809
8.465                    0.9774129946200519
8.46575                  0.9767570505410696
8.4665                   0.97607894492302
8.46725                  0.9753227633410226
8.468                    0.9745556078859908
8.46875                  0.9737030854187865
8.4695                   0.9728163301360033
8.47025                  0.9718712980346927
8.471                    0.9708628463345181
8.47175                  0.9697852515143541
8.4725                   0.9686321662155052
8.47325                  0.9673965375999671
8.473999999999998        0.9660705224566714
8.474749999999998        0.9646500736299115
8.475499999999998        0.963107315375007
8.476249999999999        0.961476516407774
8.476999999999999        0.959695341530948
8.477749999999999        0.9577523077801054
8.4785                   0.9556756179818552
8.47925                  0.9534187988294179
8.48                     0.9509636974136428
8.48075                  0.9482838089687105
8.481499999999999        0.945369434449294
8.482249999999999        0.9421826920985232
8.482999999999999        0.9387093971749804
8.483749999999999        0.9348665753479688
8.484499999999999        0.9306648598014489
8.485249999999999        0.9260203764585564
8.485999999999999        0.920894306653821
8.486749999999999        0.915223275915369
8.487499999999999        0.9089440003316833
8.488249999999999        0.9019586117029225
8.488999999999999        0.8941939429218565
8.489749999999999        0.8855696839144184
8.490499999999999        0.8759661426328562
8.491249999999999        0.8652726818288753
8.491999999999999        0.8534157387910418
8.49275                  0.8402506766962123
8.4935                   0.8256290880447639
8.49425                  0.809602567684269
8.495                    0.7921146409292054
8.49575                  0.7732685939105689
8.4965                   0.7532859287441753
8.49725                  0.7325609467534986
8.498                    0.7118068886239319
8.49875                  0.6917355907324244
8.4995                   0.6735481498662198
8.50025                  0.6584307025143852
8.501                    0.6475836856002949
8.50175                  0.6419884654074357
8.5025                   0.6421491808640004
8.503250000000001        0.6481318672168651
8.504000000000001        0.6593044483777746
8.504750000000001        0.6747469290940198
8.505500000000001        0.6932004855172389
8.50625                  0.7134775370663107
8.507                    0.7344325802282533
8.50775                  0.7553239500342083
8.5085                   0.7753712103912248
8.50925                  0.7943213577707778
8.51                     0.8118415190475887
8.51075                  0.8279082987891565
8.5115                   0.8425156413234806
8.51225                  0.8556919962970905
8.513                    0.8675636155984222
8.51375                  0.8781157624155853
8.5145                   0.8876903594184423
8.51525                  0.8962894476316068
8.516                    0.9039999064482065
8.51675                  0.9109324786814736
8.5175                   0.9171505284788168
8.51825                  0.9227805604693374
8.519                    0.9278209746502456
8.51975                  0.932475829508198
8.520499999999998        0.9366025438629256
8.521249999999998        0.940433966082512
8.521999999999998        0.9438545664847763
8.522749999999998        0.9470168807992959
8.523499999999999        0.9499001968405786
8.524249999999999        0.9525163036220172
8.525                    0.954930367685869
8.52575                  0.9571620703376513
8.5265                   0.9591890643916742
8.52725                  0.9610886906732192
8.527999999999999        0.9628463864106707
8.528749999999999        0.9644552223843185
8.529499999999999        0.9659840255933958
8.530249999999999        0.9673553845782198
8.530999999999999        0.9686827056205429
8.531749999999999        0.9698739333920586
8.532499999999999        0.9710146793875349
8.533249999999999        0.9720626161842072
8.533999999999999        0.9730642367524496
8.534749999999999        0.9739993597341626
8.535499999999999        0.9748984834673078
8.536249999999999        0.9757078092051131
8.536999999999999        0.9764692292977417
8.537749999999999        0.9771668131610685
8.538499999999999        0.9778252985018477
8.53925                  0.9784849288308657
8.54                     0.979109371967153
8.54075                  0.979679744713113
8.5415                   0.9802202495359005
8.54225                  0.9807325353776667
8.543                    0.9812185770625006
8.54375                  0.9816801288380458
8.5445                   0.9821187965078936
8.54525                  0.9825360508390258
8.546                    0.982933240306578
8.54675                  0.9833116023471489
8.5475                   0.9836722736493603
8.54825                  0.9840162997117878
8.549                    0.9843446438007261
8.54975                  0.9846581953592843
10.9                     0.990900895172815
10.9015                  0.9907686548914428
10.903                   0.9906566815614979
10.9045                  0.9905473714587376
10.906                   0.9904411204772018
10.9075                  0.990300793766307
10.909                   0.990177333081536
10.9105                  0.9900498546960095
10.912                   0.9899158078366397
10.9135                  0.9897553995830409
10.915000000000001       0.9896112452529569
10.916500000000003       0.9894683446426139
10.918000000000003       0.989286051092828
10.919500000000003       0.989122127590049
10.921000000000003       0.9889574284550308
10.922500000000003       0.9887528322208626
10.924000000000001       0.9885793597954954
10.925500000000001       0.9883726038254518
10.927000000000001       0.9881461488563134
10.928500000000001       0.9879460762929997
10.930000000000001       0.9876950119195931
10.931500000000002       0.9874727305137958
10.933                   0.9871982976877025
10.9345                  0.9869523377994578
10.936                   0.9866663112298975
10.9375                  0.9863740694517719
10.939                   0.9860641489039621
10.9405                  0.9857402923873879
10.942                   0.9853948590726077
10.9435                  0.985035577837589
10.945                   0.984655570383299
10.9465                  0.9842537130088533
10.948                   0.9838287681656684
10.9495                  0.9833846668385471
10.951                   0.982886786373749
10.9525                  0.9824031600079199
10.954                   0.9818748597847853
10.9555                  0.9813004460308511
10.957                   0.9807077624310775
10.9585                  0.980058770630062
10.96                    0.9793805808406362
